timestamp,INFO,WARNING,E1,E10,E11,E12,E13,E14,E2,E3,E4,E5,E6,E7,E8,E9,TotalCount
2008-11-09 20:35:00,-0.2844288705859915,-0.3294217956952912,-0.326914802903587,1.123481235624927,-0.5769534276417483,-0.06651901052377394,-0.6139821588870503,-0.2146693953705459,-0.04698409857349396,-0.3294217956952912,-0.08904468849582277,-0.04698409857349396,-0.5914472351536826,-0.42161895615426237,-0.12007439565739081,-0.15278573722457106,-0.3094019299865026
2008-11-09 20:40:00,0.22596918176989836,-0.3294217956952912,-0.326914802903587,1.123481235624927,-0.5769534276417483,-0.06651901052377394,-0.6139821588870503,-0.2146693953705459,-0.04698409857349396,-0.3294217956952912,-0.08904468849582277,-0.04698409857349396,2.8291520611491436,-0.42161895615426237,-0.12007439565739081,-0.15278573722457106,0.2051346129214542
2008-11-09 20:45:00,0.3535686948588708,-0.3294217956952912,-0.326914802903587,0.26910857067732763,1.217134628175743,-0.06651901052377394,2.249866130168301,-0.2146693953705459,-0.04698409857349396,-0.3294217956952912,-0.08904468849582277,-0.04698409857349396,0.263702588922024,-0.42161895615426237,-0.12007439565739081,-0.15278573722457106,0.3337687486484434
2008-11-09 20:50:00,0.22596918176989836,-0.3294217956952912,-0.326914802903587,0.26910857067732763,1.217134628175743,-0.06651901052377394,-0.6139821588870503,-0.2146693953705459,-0.04698409857349396,-0.3294217956952912,-0.08904468849582277,-0.04698409857349396,0.263702588922024,2.907337671568087,-0.12007439565739081,-0.15278573722457106,0.2051346129214542
2008-11-09 20:55:00,0.48116820794784326,-0.3294217956952912,-0.326914802903587,-0.5852640942702719,1.217134628175743,-0.06651901052377394,0.3406339374647334,4.658325879540846,-0.04698409857349396,-0.3294217956952912,-0.08904468849582277,-0.04698409857349396,1.9740022370734371,1.2428593577069122,-0.12007439565739081,-0.15278573722457106,0.46240288437543264
2008-11-09 21:00:00,0.0983696686809259,-0.3294217956952912,-0.326914802903587,-0.5852640942702719,1.217134628175743,-0.06651901052377394,1.2952500338165172,-0.2146693953705459,-0.04698409857349396,-0.3294217956952912,-0.08904468849582277,-0.04698409857349396,0.263702588922024,-0.42161895615426237,-0.12007439565739081,-0.15278573722457106,0.076500477194465
2008-11-09 21:05:00,0.7363672341257882,-0.3294217956952912,-0.326914802903587,-0.5852640942702719,4.805310739810725,-0.06651901052377394,1.2952500338165172,-0.2146693953705459,-0.04698409857349396,-0.3294217956952912,-0.08904468849582277,-0.04698409857349396,1.1188524129977304,-0.42161895615426237,-0.12007439565739081,-0.15278573722457106,0.7196711558294111
2008-11-09 21:10:00,0.3535686948588708,-0.3294217956952912,-0.326914802903587,1.123481235624927,1.217134628175743,-0.06651901052377394,-0.6139821588870503,-0.2146693953705459,-0.04698409857349396,-0.3294217956952912,-0.08904468849582277,-0.04698409857349396,1.9740022370734371,-0.42161895615426237,-0.12007439565739081,-0.15278573722457106,0.3337687486484434
2008-11-09 21:15:00,-0.156829357497019,-0.3294217956952912,-0.326914802903587,1.123481235624927,-0.5769534276417483,-0.06651901052377394,-0.6139821588870503,-0.2146693953705459,-0.04698409857349396,-0.3294217956952912,-0.08904468849582277,-0.04698409857349396,0.263702588922024,-0.42161895615426237,-0.12007439565739081,-0.15278573722457106,-0.18076779425951342
2008-11-09 21:20:00,0.48116820794784326,-0.3294217956952912,-0.326914802903587,0.26910857067732763,1.217134628175743,-0.06651901052377394,0.3406339374647334,-0.2146693953705459,-0.04698409857349396,-0.3294217956952912,-0.08904468849582277,-0.04698409857349396,1.1188524129977304,2.907337671568087,-0.12007439565739081,-0.15278573722457106,0.46240288437543264
2008-11-09 21:25:00,-0.156829357497019,-0.3294217956952912,-0.326914802903587,-0.5852640942702719,2.1141786560844884,-0.06651901052377394,-0.6139821588870503,-0.2146693953705459,-0.04698409857349396,-0.3294217956952912,-0.08904468849582277,-0.04698409857349396,-0.5914472351536826,-0.42161895615426237,-0.12007439565739081,-0.15278573722457106,-0.18076779425951342
2008-11-09 21:30:00,0.0983696686809259,-0.3294217956952912,-0.326914802903587,0.26910857067732763,2.1141786560844884,-0.06651901052377394,-0.6139821588870503,4.658325879540846,-0.04698409857349396,-0.3294217956952912,-0.08904468849582277,-0.04698409857349396,-0.5914472351536826,-0.42161895615426237,-0.12007439565739081,-0.15278573722457106,0.076500477194465
2008-11-09 21:35:00,0.22596918176989836,-0.3294217956952912,5.238809716529981,0.26910857067732763,-0.5769534276417483,-0.06651901052377394,0.3406339374647334,-0.2146693953705459,-0.04698409857349396,-0.3294217956952912,-0.08904468849582277,-0.04698409857349396,-0.5914472351536826,-0.42161895615426237,-0.12007439565739081,0.11095846315548699,0.2051346129214542
2008-11-09 21:40:00,-0.4120283836749639,3.4095155854462638,1.528326703574269,-0.5852640942702719,-0.5769534276417483,-0.06651901052377394,-0.6139821588870503,-0.2146693953705459,-0.04698409857349396,3.4095155854462638,-0.08904468849582277,-0.04698409857349396,-0.5914472351536826,-0.42161895615426237,-0.12007439565739081,-0.15278573722457106,-0.18076779425951342
2008-11-09 21:45:00,-0.2844288705859915,3.4095155854462638,3.383568210052125,-0.5852640942702719,-0.5769534276417483,-0.06651901052377394,-0.6139821588870503,-0.2146693953705459,-0.04698409857349396,3.4095155854462638,-0.08904468849582277,-0.04698409857349396,-0.5914472351536826,-0.42161895615426237,-0.12007439565739081,-0.15278573722457106,-0.05213365853252421
2008-11-09 21:50:00,-0.5396278967639364,3.4095155854462638,-0.326914802903587,-0.5852640942702719,-0.5769534276417483,-0.06651901052377394,-0.6139821588870503,-0.2146693953705459,-0.04698409857349396,3.4095155854462638,-0.08904468849582277,-0.04698409857349396,-0.5914472351536826,-0.42161895615426237,-0.12007439565739081,-0.15278573722457106,-0.3094019299865026
